             r1x                 r1y                 r2x                 r2y                 r3x                 r3y                   t    
         -0.61623095          0.20317911          1.04938439          0.25953352         -0.43315344         -0.46271264          0.52000000
         -0.60504027          0.20362375          1.04826352          0.26406923         -0.44322325         -0.46769298          0.53000000
         -0.59376395          0.20386589          1.04707361          0.26858763         -0.45330966         -0.47245352          0.54000000
         -0.58240796          0.20390431          1.04581462          0.27308876         -0.46340666         -0.47699307          0.55000000
         -0.57097832          0.20373819          1.04448648          0.27757263         -0.47350816         -0.48131081          0.56000000
         -0.55948106          0.20336706          1.04308909          0.28203922         -0.48360803         -0.48540628          0.57000000
         -0.54792219          0.20279087          1.04162230          0.28648852         -0.49370010         -0.48927939          0.58000000
         -0.53630770          0.20200990          1.04008592          0.29092050         -0.50377822         -0.49293041          0.59000000
         -0.52464349          0.20102484          1.03847975          0.29533513         -0.51383626         -0.49635997          0.60000000
         -0.51293538          0.19983672          1.03680354          0.29973233         -0.52386816         -0.49956905          0.61000000
         -0.50118907          0.19844695          1.03505699          0.30411204         -0.53386792         -0.50255899          0.62000000
         -0.48941013          0.19685726          1.03323980          0.30847416         -0.54382966         -0.50533142          0.63000000
         -0.47760397          0.19506974          1.03135159          0.31281858         -0.55374762         -0.50788832          0.64000000
         -0.46577581          0.19308678          1.02939199          0.31714518         -0.56361618         -0.51023196          0.65000000
         -0.45393069          0.19091109          1.02736058          0.32145379         -0.57342989         -0.51236488          0.66000000
         -0.44207341          0.18854565          1.02525689          0.32574425         -0.58318347         -0.51428991          0.67000000
         -0.43020858          0.18599374          1.02308043          0.33001637         -0.59287185         -0.51601011          0.68000000
         -0.41834054          0.18325886          1.02083068          0.33426992         -0.60249014         -0.51752878          0.69000000
         -0.40647340          0.18034477          1.01850709          0.33850465         -0.61203370         -0.51884942          0.70000000
         -0.39461098          0.17725542          1.01610907          0.34272030         -0.62149809         -0.51997573          0.71000000
         -0.38275687          0.17399499          1.01363599          0.34691658         -0.63087911         -0.52091157          0.72000000
         -0.37091437          0.17056780          1.01108720          0.35109314         -0.64017282         -0.52166095          0.73000000
         -0.35908652          0.16697836          1.00846201          0.35524964         -0.64937549         -0.52222800          0.74000000
         -0.34727606          0.16323130          1.00575972          0.35938568         -0.65848366         -0.52261699          0.75000000
         -0.33548548          0.15933139          1.00297958          0.36350085         -0.66749409         -0.52283224          0.76000000
         -0.32371698          0.15528350          1.00012080          0.36759468         -0.67640382         -0.52287817          0.77000000
         -0.31197250          0.15109257          0.99718259          0.37166668         -0.68521008         -0.52275925          0.78000000
         -0.30025371          0.14676366          0.99416410          0.37571632         -0.69391039         -0.52247998          0.79000000
         -0.28856201          0.14230185          0.99106448          0.37974303         -0.70250248         -0.52204488          0.80000000
         -0.27689854          0.13771230          0.98788284          0.38374620         -0.71098429         -0.52145850          0.81000000
         -0.26526423          0.13300018          0.98461825          0.38772517         -0.71935402         -0.52072535          0.82000000
         -0.25365972          0.12817069          0.98126977          0.39167925         -0.72761005         -0.51984995          0.83000000
         -0.24208544          0.12322907          0.97783643          0.39560769         -0.73575099         -0.51883677          0.84000000
         -0.23054160          0.11818055          0.97431724          0.39950970         -0.74377564         -0.51769025          0.85000000
         -0.21902819          0.11303033          0.97071118          0.40338444         -0.75168299         -0.51641478          0.86000000
         -0.20754500          0.10778366          0.96701720          0.40723101         -0.75947220         -0.51501467          0.87000000
         -0.19609161          0.10244572          0.96323425          0.41104846         -0.76714264         -0.51349419          0.88000000
         -0.18466744          0.09702171          0.95936124          0.41483580         -0.77469380         -0.51185751          0.89000000
         -0.17327172          0.09151678          0.95539707          0.41859194         -0.78212535         -0.51010873          0.90000000
         -0.16190352          0.08593608          0.95134063          0.42231579         -0.78943711         -0.50825186          0.91000000
         -0.15056175          0.08028469          0.94719076          0.42600614         -0.79662901         -0.50629083          0.92000000
         -0.13924519          0.07456771          0.94294634          0.42966175         -0.80370114         -0.50422946          0.93000000
         -0.12795248          0.06879017          0.93860619          0.43328130         -0.81065370         -0.50207147          0.94000000
         -0.11668215          0.06295709          0.93416914          0.43686340         -0.81748699         -0.49982049          0.95000000
         -0.10543259          0.05707344          0.92963401          0.44040660         -0.82420142         -0.49748004          0.96000000
         -0.09420212          0.05114417          0.92499961          0.44390937         -0.83079749         -0.49505355          0.97000000
         -0.08298895          0.04517421          0.92026476          0.44737010         -0.83727581         -0.49254431          0.98000000
         -0.07179123          0.03916846          0.91542826          0.45078710         -0.84363704         -0.48995555          0.99000000
         -0.06060700          0.03313177          0.91048893          0.45415860         -0.84988193         -0.48729037          1.00000000
         -0.04943428          0.02706900          0.90544557          0.45748275         -0.85601129         -0.48455175          1.01000000
         -0.03827101          0.02098497          0.90029701          0.46075762         -0.86202600         -0.48174259          1.02000000
         -0.02711511          0.01488450          0.89504208          0.46398118         -0.86792697         -0.47886568          1.03000000
         -0.01596445          0.00877239          0.88967964          0.46715131         -0.87371519         -0.47592370          1.04000000
         -0.00481688          0.00265342          0.88420855          0.47026581         -0.87939168         -0.47291924          1.05000000
          0.00632976         -0.00346761          0.87862771          0.47332238         -0.88495747         -0.46985477          1.06000000
          0.01747763         -0.00958593          0.87293603          0.47631862         -0.89041366         -0.46673269          1.07000000
          0.02862889         -0.01569675          0.86713246          0.47925203         -0.89576135         -0.46355529          1.08000000
          0.03978569         -0.02179527          0.86121600          0.48212002         -0.90100169         -0.46032475          1.09000000
          0.05095014         -0.02787670          0.85518568          0.48491988         -0.90613582         -0.45704317          1.10000000
          0.06212434         -0.03393622          0.84904058          0.48764881         -0.91116492         -0.45371259          1.11000000
          0.07331032         -0.03996901          0.84277983          0.49030391         -0.91609015         -0.45033491          1.12000000
          0.08451007         -0.04597020          0.83640263          0.49288217         -0.92091271         -0.44691197          1.13000000
          0.09572553         -0.05193494          0.82990825          0.49538048         -0.92563378         -0.44344554          1.14000000
          0.10695855         -0.05785831          0.82329602          0.49779560         -0.93025456         -0.43993729          1.15000000
          0.11821089         -0.06373540          0.81656535          0.50012422         -0.93477624         -0.43638881          1.16000000
          0.12948424         -0.06956126          0.80971576          0.50236289         -0.93920001         -0.43280164          1.17000000
          0.14078018         -0.07533088          0.80274685          0.50450809         -0.94352703         -0.42917721          1.18000000
          0.15210017         -0.08103927          0.79565832          0.50655617         -0.94775849         -0.42551690          1.19000000
          0.16344555         -0.08668137          0.78845000          0.50850339         -0.95189555         -0.42182202          1.20000000
          0.17481752         -0.09225211          0.78112182          0.51034592         -0.95593934         -0.41809382          1.21000000
          0.18621716         -0.09774636          0.77367386          0.51207982         -0.95989101         -0.41433346          1.22000000
          0.19764536         -0.10315901          0.76610631          0.51370107         -0.96375168         -0.41054206          1.23000000
          0.20910288         -0.10848487          0.75841955          0.51520555         -0.96752243         -0.40672069          1.24000000
          0.22059028         -0.11371876          0.75061408          0.51658908         -0.97120436         -0.40287032          1.25000000
          0.23210794         -0.11885548          0.74269057          0.51784740         -0.97479851         -0.39899192          1.26000000
          0.24365606         -0.12388980          0.73464988          0.51897615         -0.97830594         -0.39508635          1.27000000
          0.25523460         -0.12881650          0.72649304          0.51997097         -0.98172765         -0.39115447          1.28000000
          0.26684334         -0.13363035          0.71822129          0.52082740         -0.98506463         -0.38719704          1.29000000
          0.27848182         -0.13832613          0.70983603          0.52154095         -0.98831786         -0.38321482          1.30000000
          0.29014934         -0.14289863          0.70133892          0.52210713         -0.99148826         -0.37920850          1.31000000
          0.30184497         -0.14734267          0.69273180          0.52252139         -0.99457677         -0.37517872          1.32000000
          0.31356752         -0.15165312          0.68401674          0.52277921         -0.99758426         -0.37112608          1.33000000
          0.32531555         -0.15582489          0.67519604          0.52287605         -1.00051159         -0.36705116          1.34000000
          0.33708736         -0.15985294          0.66627224          0.52280742         -1.00335960         -0.36295448          1.35000000
          0.34888097         -0.16373233          0.65724812          0.52256886         -1.00612909         -0.35883653          1.36000000
          0.36069415         -0.16745821          0.64812668          0.52215596         -1.00882082         -0.35469776          1.37000000
          0.37252437         -0.17102582          0.63891118          0.52156440         -1.01143555         -0.35053858          1.38000000
          0.38436884         -0.17443055          0.62960514          0.52078994         -1.01397398         -0.34635939          1.39000000
          0.39622449         -0.17766792          0.62021230          0.51982845         -1.01643679         -0.34216053          1.40000000
          0.40808799         -0.18073361          0.61073664          0.51867595         -1.01882463         -0.33794234          1.41000000
          0.41995571         -0.18362349          0.60118241          0.51732859         -1.02113812         -0.33370510          1.42000000
          0.43182379         -0.18633362          0.59155405          0.51578270         -1.02337784         -0.32944908          1.43000000
          0.44368809         -0.18886028          0.58185626          0.51403481         -1.02554435         -0.32517452          1.44000000
          0.45554422         -0.19119999          0.57209394          0.51208164         -1.02763816         -0.32088165          1.45000000
          0.46738756         -0.19334953          0.56227220          0.50992017         -1.02965976         -0.31657064          1.46000000
          0.47921326         -0.19530593          0.55239633          0.50754761         -1.03160960         -0.31224168          1.47000000
          0.49101627         -0.19706654          0.54247183          0.50496144         -1.03348809         -0.30789490          1.48000000
          0.50279133         -0.19862900          0.53250431          0.50215944         -1.03529564         -0.30353045          1.49000000
          0.51453300         -0.19999127          0.52249957          0.49913969         -1.03703258         -0.29914841          1.50000000
          0.52623571         -0.20115167          0.51246351          0.49590056         -1.03869923         -0.29474889          1.51000000
          0.53789374         -0.20210883          0.50240213          0.49244079         -1.04029586         -0.29033197          1.52000000
          0.54950124         -0.20286177          0.49232150          0.48875945         -1.04182274         -0.28589768          1.53000000
          0.56105230         -0.20340986          0.48222776          0.48485594         -1.04328006         -0.28144608          1.54000000
          0.57254093         -0.20375285          0.47212707          0.48073004         -1.04466800         -0.27697720          1.55000000
          0.58396112         -0.20389087          0.46202559          0.47638190         -1.04598671         -0.27249104          1.56000000
          0.59530683         -0.20382442          0.45192945          0.47181203         -1.04723627         -0.26798761          1.57000000
          0.60657205         -0.20355439          0.44184473          0.46702129         -1.04841677         -0.26346691          1.58000000
          0.61775080         -0.20308203          0.43177743          0.46201093         -1.04952823         -0.25892890          1.59000000
          0.62883718         -0.20240898          0.42173346          0.45678255         -1.05057064         -0.25437357          1.60000000
          0.63982539         -0.20153723          0.41171857          0.45133810         -1.05154396         -0.24980087          1.61000000
          0.65070973         -0.20046913          0.40173837          0.44567989         -1.05244811         -0.24521076          1.62000000
          0.66148467         -0.19920734          0.39179830          0.43981053         -1.05328297         -0.24060319          1.63000000
          0.67214481         -0.19775490          0.38190357          0.43373300         -1.05404838         -0.23597810          1.64000000
          0.68268498         -0.19611510          0.37205918          0.42745054         -1.05474416         -0.23133544          1.65000000
          0.69310019         -0.19429157          0.36226988          0.42096669         -1.05537007         -0.22667512          1.66000000
          0.70338567         -0.19228818          0.35254016          0.41428528         -1.05592583         -0.22199710          1.67000000
          0.71353692         -0.19010906          0.34287423          0.40741036         -1.05641115         -0.21730130          1.68000000
          0.72354966         -0.18775858          0.33327601          0.40034622         -1.05682567         -0.21258764          1.69000000
          0.73341989         -0.18524130          0.32374911          0.39309736         -1.05716900         -0.20785607          1.70000000
          0.74314388         -0.18256197          0.31429683          0.38566847         -1.05744072         -0.20310650          1.71000000
          0.75271820         -0.17972551          0.30492215          0.37806440         -1.05764035         -0.19833889          1.72000000
          0.76213968         -0.17673696          0.29562773          0.37029012         -1.05776740         -0.19355316          1.73000000
          0.77140545         -0.17360149          0.28641587          0.36235076         -1.05782132         -0.18874927          1.74000000
          0.78051294         -0.17032435          0.27728857          0.35425150         -1.05780151         -0.18392715          1.75000000
          0.78945986         -0.16691087          0.26824750          0.34599765         -1.05770735         -0.17908678          1.76000000
          0.79824420         -0.16336642          0.25929397          0.33759452         -1.05753817         -0.17422810          1.77000000
          0.80686425         -0.15969639          0.25042901          0.32904750         -1.05729325         -0.16935111          1.78000000
          0.81531856         -0.15590619          0.24165328          0.32036198         -1.05697184         -0.16445579          1.79000000
          0.82360597         -0.15200122          0.23296718          0.31154335         -1.05657315         -0.15954214          1.80000000
          0.83172557         -0.14798683          0.22437076          0.30259700         -1.05609633         -0.15461017          1.81000000
          0.83967670         -0.14386836          0.21586381          0.29352828         -1.05554051         -0.14965991          1.82000000
          0.84745895         -0.13965107          0.20744580          0.28434248         -1.05490475         -0.14469142          1.83000000
          0.85507214         -0.13534013          0.19911595          0.27504488         -1.05418810         -0.13970474          1.84000000
          0.86251632         -0.13094067          0.19087321          0.26564065         -1.05338953         -0.13469999          1.85000000
          0.86979173         -0.12645767          0.18271627          0.25613491         -1.05250800         -0.12967725          1.86000000
          0.87689883         -0.12189604          0.17464358          0.24653270         -1.05154241         -0.12463666          1.87000000
          0.88383825         -0.11726057          0.16665336          0.23683896         -1.05049160         -0.11957839          1.88000000
          0.89061079         -0.11255592          0.15874362          0.22705854         -1.04935441         -0.11450262          1.89000000
          0.89721743         -0.10778662          0.15091216          0.21719618         -1.04812958         -0.10940956          1.90000000
          0.90365928         -0.10295708          0.14315658          0.20725654         -1.04681586         -0.10429946          1.91000000
          0.90993760         -0.09807156          0.13547431          0.19724417         -1.04541190         -0.09917262          1.92000000
          0.91605376         -0.09313417          0.12786260          0.18716350         -1.04391636         -0.09402933          1.93000000
          0.92200927         -0.08814891          0.12031855          0.17701888         -1.04232783         -0.08886997          1.94000000
          0.92780572         -0.08311960          0.11283912          0.16681453         -1.04064484         -0.08369493          1.95000000
          0.93344479         -0.07804994          0.10542110          0.15655459         -1.03886590         -0.07850465          1.96000000
          0.93892827         -0.07294347          0.09806120          0.14624309         -1.03698947         -0.07329963          1.97000000
          0.94425798         -0.06780358          0.09075598          0.13588397         -1.03501396         -0.06808039          1.98000000
          0.94943584         -0.06263354          0.08350191          0.12548108         -1.03293775         -0.06284754          1.99000000
          0.95446381         -0.05743645          0.07629536          0.11503817         -1.03075917         -0.05760172          2.00000000
          0.95934390         -0.05221530          0.06913261          0.10455892         -1.02847651         -0.05234362          2.01000000
          0.96407814         -0.04697290          0.06200987          0.09404692         -1.02608801         -0.04707402          2.02000000
          0.96866862         -0.04171197          0.05492327          0.08350570         -1.02359188         -0.04179374          2.03000000
          0.97311743         -0.03643506          0.04786887          0.07293873         -1.02098630         -0.03650367          2.04000000
          0.97742669         -0.03114463          0.04084271          0.06234941         -1.01826940         -0.03120478          2.05000000
          0.98159852         -0.02584297          0.03384074          0.05174109         -1.01543927         -0.02589812          2.06000000
          0.98563507         -0.02053228          0.02685891          0.04111708         -1.01249397         -0.02058480          2.07000000
          0.98953845         -0.01521463          0.01989310          0.03048064         -1.00943155         -0.01526602          2.08000000
          0.99331080         -0.00989197          0.01293919          0.01983503         -1.00624999         -0.00994306          2.09000000
          0.99695423         -0.00456616          0.00599303          0.00918346         -1.00294727         -0.00461730          2.10000000
          1.00047086          0.00076108         -0.00094953         -0.00147087         -0.99952133          0.00070980          2.11000000
          1.00386277          0.00608810         -0.00789266         -0.01212476         -0.99597011          0.00603666          2.12000000
          1.00713204          0.01141337         -0.01484052         -0.02277501         -0.99229151          0.01136164          2.13000000
          1.01028070          0.01673545         -0.02179728         -0.03341841         -0.98848342          0.01668297          2.14000000
          1.01331078          0.02205298         -0.02876706         -0.04405174         -0.98454372          0.02199875          2.15000000
          1.01622427          0.02736472         -0.03575400         -0.05467175         -0.98047027          0.02730702          2.16000000
          1.01902313          0.03266949         -0.04276218         -0.06527516         -0.97626095          0.03260567          2.17000000
          1.02170928          0.03796618         -0.04979567         -0.07585865         -0.97191362          0.03789247          2.18000000
          1.02428463          0.04325377         -0.05685847         -0.08641885         -0.96742616          0.04316508          2.19000000
          1.02675103          0.04853133         -0.06395457         -0.09695235         -0.96279646          0.04842102          2.20000000
          1.02911030          0.05379797         -0.07108787         -0.10745567         -0.95802242          0.05365770          2.21000000
          1.03136421          0.05905289         -0.07826223         -0.11792526         -0.95310199          0.05887237          2.22000000
          1.03351452          0.06429533         -0.08548140         -0.12835750         -0.94803312          0.06406216          2.23000000
          1.03556292          0.06952462         -0.09274910         -0.13874869         -0.94281382          0.06922407          2.24000000
          1.03751106          0.07474012         -0.10006892         -0.14909506         -0.93744214          0.07435494          2.25000000
          1.03936057          0.07994125         -0.10744437         -0.15939273         -0.93191620          0.07945148          2.26000000
          1.04111301          0.08512750         -0.11487884         -0.16963775         -0.92623417          0.08451025          2.27000000
          1.04276992          0.09029838         -0.12237563         -0.17982605         -0.92039430          0.08952766          2.28000000
          1.04433278          0.09545347         -0.12993786         -0.18995347         -0.91439492          0.09449999          2.29000000
          1.04580304          0.10059238         -0.13756856         -0.20001575         -0.90823448          0.09942336          2.30000000
          1.04718208          0.10571476         -0.14527059         -0.21000852         -0.90191150          0.10429376          2.31000000
          1.04847127          0.11082030         -0.15304664         -0.21992732         -0.89542463          0.10910702          2.32000000
          1.04967191          0.11590873         -0.16089924         -0.22976757         -0.88877267          0.11385884          2.33000000
          1.05078527          0.12097982         -0.16883074         -0.23952460         -0.88195453          0.11854478          2.34000000
          1.05181256          0.12603334         -0.17684327         -0.24919362         -0.87496928          0.12316027          2.35000000
          1.05275496          0.13106913         -0.18493878         -0.25876976         -0.86781618          0.12770062          2.36000000
          1.05361360          0.13608704         -0.19311898         -0.26824805         -0.86049462          0.13216101          2.37000000
          1.05438957          0.14108693         -0.20138536         -0.27762345         -0.85300422          0.13653652          2.38000000
          1.05508392          0.14606871         -0.20973915         -0.28689080         -0.84534477          0.14082209          2.39000000
          1.05569763          0.15103229         -0.21818133         -0.29604491         -0.83751631          0.14501262          2.40000000
          1.05623168          0.15597761         -0.22671262         -0.30508050         -0.82951906          0.14910289          2.41000000
          1.05668696          0.16090464         -0.23533345         -0.31399226         -0.82135351          0.15308762          2.42000000
          1.05706435          0.16581334         -0.24404397         -0.32277482         -0.81302039          0.15696148          2.43000000
          1.05736469          0.17070371         -0.25284403         -0.33142281         -0.80452066          0.16071909          2.44000000
          1.05758874          0.17557575         -0.26173316         -0.33993081         -0.79585558          0.16435506          2.45000000
          1.05773726          0.18042947         -0.27071060         -0.34829345         -0.78702665          0.16786398          2.46000000
          1.05781094          0.18526491         -0.27977525         -0.35650536         -0.77803569          0.17124045          2.47000000
          1.05781045          0.19008210         -0.28892569         -0.36456122         -0.76888475          0.17447913          2.48000000
          1.05773640          0.19488107         -0.29816017         -0.37245577         -0.75957622          0.17757469          2.49000000
          1.05758937          0.19966189         -0.30747661         -0.38018382         -0.75011276          0.18052192          2.50000000
          1.05736989          0.20442462         -0.31687260         -0.38774030         -0.74049730          0.18331568          2.51000000
          1.05707847          0.20916931         -0.32634539         -0.39512026         -0.73073308          0.18595095          2.52000000
          1.05671556          0.21389603         -0.33589192         -0.40231889         -0.72082363          0.18842286          2.53000000
          1.05628157          0.21860484         -0.34550881         -0.40933156         -0.71077276          0.19072672          2.54000000
          1.05577688          0.22329583         -0.35519236         -0.41615384         -0.70058453          0.19285801          2.55000000
          1.05520184          0.22796905         -0.36493856         -0.42278148         -0.69026327          0.19481242          2.56000000
          1.05455673          0.23262458         -0.37474314         -0.42921049         -0.67981359          0.19658591          2.57000000
          1.05384181          0.23726248         -0.38460153         -0.43543713         -0.66924029          0.19817465          2.58000000
          1.05305732          0.24188281         -0.39450890         -0.44145794         -0.65854842          0.19957512          2.59000000
          1.05220343          0.24648565         -0.40446021         -0.44726974         -0.64774323          0.20078409          2.60000000
          1.05128029          0.25107103         -0.41445016         -0.45286966         -0.63683013          0.20179862          2.61000000
          1.05028800          0.25563902         -0.42447329         -0.45825516         -0.62581471          0.20261614          2.62000000
          1.04922664          0.26018966         -0.43452393         -0.46342405         -0.61470271          0.20323439          2.63000000
          1.04809624          0.26472297         -0.44459629         -0.46837445         -0.60349994          0.20365148          2.64000000
          1.04689679          0.26923899         -0.45468445         -0.47310487         -0.59221234          0.20386588          2.65000000
          1.04562826          0.27373773         -0.46478237         -0.47761416         -0.58084590          0.20387643          2.66000000
          1.04429057          0.27821920         -0.47488395         -0.48190156         -0.56940662          0.20368235          2.67000000
          1.04288361          0.28268340         -0.48498306         -0.48596665         -0.55790055          0.20328325          2.68000000
          1.04140722          0.28713030         -0.49507352         -0.48980940         -0.54633369          0.20267909          2.69000000
          1.03986123          0.29155988         -0.50514920         -0.49343012         -0.53471202          0.20187023          2.70000000
          1.03824541          0.29597209         -0.51520397         -0.49682950         -0.52304143          0.20085740          2.71000000
          1.03655950          0.30036687         -0.52523177         -0.50000856         -0.51132773          0.19964169          2.72000000
          1.03480323          0.30474414         -0.53522663         -0.50296868         -0.49957660          0.19822454          2.73000000
          1.03297625          0.30910380         -0.54518267         -0.50571155         -0.48779358          0.19660774          2.74000000
          1.03107823          0.31344575         -0.55509415         -0.50823918         -0.47598407          0.19479342          2.75000000
          1.02910874          0.31776985         -0.56495549         -0.51055387         -0.46415326          0.19278402          2.76000000
          1.02706739          0.32207594         -0.57476123         -0.51265822         -0.45230615          0.19058228          2.77000000
          1.02495369          0.32636385         -0.58450615         -0.51455509         -0.44044754          0.18819123          2.78000000
          1.02276715          0.33063339         -0.59418518         -0.51624756         -0.42858197          0.18561417          2.79000000
          1.02050726          0.33488432         -0.60379349         -0.51773897         -0.41671377          0.18285465          2.80000000
          1.01817344          0.33911641         -0.61332643         -0.51903285         -0.40484700          0.17991644          2.81000000
          1.01576510          0.34332937         -0.62277963         -0.52013291         -0.39298547          0.17680354          2.82000000
          1.01328162          0.34752290         -0.63214891         -0.52104304         -0.38113271          0.17352014          2.83000000
          1.01072234          0.35169668         -0.64143035         -0.52176727         -0.36929200          0.17007059          2.84000000
          1.00808657          0.35585033         -0.65062026         -0.52230975         -0.35746631          0.16645941          2.85000000
          1.00537360          0.35998348         -0.65971522         -0.52267475         -0.34565838          0.16269127          2.86000000
          1.00258266          0.36409568         -0.66871202         -0.52286661         -0.33387064          0.15877094          2.87000000
          0.99971299          0.36818647         -0.67760772         -0.52288977         -0.32210527          0.15470329          2.88000000
          0.99676376          0.37225537         -0.68639962         -0.52274868         -0.31036415          0.15049331          2.89000000
          0.99373415          0.37630183         -0.69508523         -0.52244786         -0.29864892          0.14614603          2.90000000
          0.99062329          0.38032527         -0.70366233         -0.52199183         -0.28696096          0.14166656          2.91000000
          0.98743027          0.38432508         -0.71212889         -0.52138513         -0.27530138          0.13706005          2.92000000
          0.98415419          0.38830060         -0.72048314         -0.52063229         -0.26367104          0.13233169          2.93000000
          0.98079408          0.39225112         -0.72872350         -0.51973781         -0.25207059          0.12748669          2.94000000
          0.97734898          0.39617590         -0.73684858         -0.51870617         -0.24050040          0.12253026          2.95000000
          0.97381790          0.40007413         -0.74485723         -0.51754178         -0.22896067          0.11746765          2.96000000
          0.97019979          0.40394497         -0.75274845         -0.51624903         -0.21745134          0.11230406          2.97000000
          0.96649364          0.40778751         -0.76052145         -0.51483224         -0.20597219          0.10704473          2.98000000
          0.96269836          0.41160079         -0.76817559         -0.51329565         -0.19452277          0.10169485          2.99000000
          0.95881287          0.41538381         -0.77571040         -0.51164342         -0.18310247          0.09625961          3.00000000
          0.95483608          0.41913549         -0.78312557         -0.50987965         -0.17171051          0.09074416          3.01000000
