             r1x                 r1y                 r2x                 r2y                 r3x                 r3y                   t    
          0.15986056         -0.98713961         -0.20061761          1.23881453         -0.43882464          2.70974389          4.73000000
          0.16347276         -0.98654785         -0.20515075          1.23807190         -0.44874029          2.70811949          4.74000000
          0.16708277         -0.98594287         -0.20968114          1.23731269         -0.45864993          2.70645881          4.75000000
          0.17069054         -0.98532469         -0.21420873          1.23653689         -0.46855342          2.70476186          4.76000000
          0.17429602         -0.98469330         -0.21873344          1.23574453         -0.47845064          2.70302868          4.77000000
          0.17789917         -0.98404872         -0.22325522          1.23493561         -0.48834144          2.70125928          4.78000000
          0.18149993         -0.98339096         -0.22777401          1.23411015         -0.49822571          2.69945368          4.79000000
          0.18509826         -0.98272002         -0.23228975          1.23326815         -0.50810329          2.69761192          4.80000000
          0.18869411         -0.98203591         -0.23680238          1.23240963         -0.51797407          2.69573402          4.81000000
          0.19228744         -0.98133865         -0.24131183          1.23153460         -0.52783791          2.69382000          4.82000000
          0.19587818         -0.98062824         -0.24581806          1.23064306         -0.53769468          2.69186988          4.83000000
          0.19946631         -0.97990469         -0.25032098          1.22973504         -0.54754424          2.68988370          4.84000000
          0.20305176         -0.97916801         -0.25482056          1.22881054         -0.55738647          2.68786149          4.85000000
          0.20663449         -0.97841821         -0.25931672          1.22786958         -0.56722123          2.68580325          4.86000000
          0.21021445         -0.97765530         -0.26380940          1.22691217         -0.57704839          2.68370904          4.87000000
          0.21379159         -0.97687929         -0.26829856          1.22593831         -0.58686781          2.68157886          4.88000000
          0.21736587         -0.97609020         -0.27278411          1.22494804         -0.59667938          2.67941276          4.89000000
          0.22093724         -0.97528803         -0.27726601          1.22394135         -0.60648295          2.67721076          4.90000000
          0.22450565         -0.97447279         -0.28174420          1.22291826         -0.61627839          2.67497289          4.91000000
          0.22807105         -0.97364449         -0.28621861          1.22187879         -0.62606558          2.67269918          4.92000000
          0.23163339         -0.97280315         -0.29068919          1.22082294         -0.63584438          2.67038966          4.93000000
          0.23519263         -0.97194878         -0.29515587          1.21975074         -0.64561466          2.66804437          4.94000000
          0.23874872         -0.97108138         -0.29961860          1.21866220         -0.65537629          2.66566332          4.95000000
          0.24230161         -0.97020097         -0.30407731          1.21755733         -0.66512914          2.66324656          4.96000000
          0.24585126         -0.96930757         -0.30853195          1.21643615         -0.67487308          2.66079412          4.97000000
          0.24939761         -0.96840117         -0.31298246          1.21529867         -0.68460797          2.65830603          4.98000000
          0.25294062         -0.96748181         -0.31742877          1.21414490         -0.69433370          2.65578232          4.99000000
          0.25648024         -0.96654948         -0.32187083          1.21297487         -0.70405012          2.65322303          5.00000000
          0.26001642         -0.96560419         -0.32630858          1.21178859         -0.71375711          2.65062820          5.01000000
          0.26354912         -0.96464598         -0.33074195          1.21058607         -0.72345453          2.64799784          5.02000000
          0.26707829         -0.96367483         -0.33517089          1.20936733         -0.73314226          2.64533201          5.03000000
          0.27060388         -0.96269078         -0.33959535          1.20813239         -0.74282017          2.64263074          5.04000000
          0.27412584         -0.96169383         -0.34401525          1.20688126         -0.75248813          2.63989406          5.05000000
          0.27764414         -0.96068399         -0.34843054          1.20561396         -0.76214600          2.63712201          5.06000000
          0.28115871         -0.95966128         -0.35284117          1.20433051         -0.77179367          2.63431463          5.07000000
          0.28466951         -0.95862572         -0.35724707          1.20303092         -0.78143099          2.63147195          5.08000000
          0.28817651         -0.95757731         -0.36164818          1.20171522         -0.79105784          2.62859402          5.09000000
          0.29167964         -0.95651607         -0.36604445          1.20038341         -0.80067410          2.62568087          5.10000000
          0.29517886         -0.95544201         -0.37043581          1.19903552         -0.81027962          2.62273254          5.11000000
          0.29867413         -0.95435516         -0.37482221          1.19767157         -0.81987429          2.61974907          5.12000000
          0.30216539         -0.95325552         -0.37920358          1.19629156         -0.82945798          2.61673050          5.13000000
          0.30565261         -0.95214310         -0.38357988          1.19489554         -0.83903055          2.61367687          5.14000000
          0.30913573         -0.95101793         -0.38795104          1.19348350         -0.84859188          2.61058822          5.15000000
          0.31261471         -0.94988002         -0.39231700          1.19205547         -0.85814184          2.60746459          5.16000000
          0.31608950         -0.94872938         -0.39667770          1.19061147         -0.86768031          2.60430603          5.17000000
          0.31956006         -0.94756602         -0.40103309          1.18915152         -0.87720715          2.60111258          5.18000000
          0.32302633         -0.94638998         -0.40538310          1.18767563         -0.88672223          2.59788428          5.19000000
          0.32648828         -0.94520125         -0.40972768          1.18618383         -0.89622544          2.59462117          5.20000000
          0.32994585         -0.94399986         -0.41406678          1.18467614         -0.90571664          2.59132329          5.21000000
          0.33339901         -0.94278582         -0.41840032          1.18315258         -0.91519570          2.58799070          5.22000000
          0.33684769         -0.94155915         -0.42272827          1.18161317         -0.92466250          2.58462344          5.23000000
          0.34029186         -0.94031986         -0.42705054          1.18005792         -0.93411691          2.58122154          5.24000000
          0.34373148         -0.93906798         -0.43136710          1.17848687         -0.94355881          2.57778506          5.25000000
          0.34716648         -0.93780352         -0.43567787          1.17690002         -0.95298806          2.57431404          5.26000000
          0.35059684         -0.93652648         -0.43998281          1.17529741         -0.96240455          2.57080854          5.27000000
          0.35402250         -0.93523691         -0.44428185          1.17367904         -0.97180814          2.56726858          5.28000000
          0.35744341         -0.93393480         -0.44857494          1.17204496         -0.98119871          2.56369423          5.29000000
          0.36085954         -0.93262018         -0.45286202          1.17039517         -0.99057614          2.56008554          5.30000000
          0.36427083         -0.93129306         -0.45714304          1.16872970         -0.99994029          2.55644254          5.31000000
          0.36767724         -0.92995346         -0.46141793          1.16704857         -1.00929104          2.55276529          5.32000000
          0.37107873         -0.92860141         -0.46568663          1.16535180         -1.01862828          2.54905384          5.33000000
          0.37447524         -0.92723691         -0.46994910          1.16363942         -1.02795186          2.54530823          5.34000000
          0.37786674         -0.92585999         -0.47420527          1.16191145         -1.03726168          2.54152853          5.35000000
          0.38125317         -0.92447067         -0.47845509          1.16016792         -1.04655759          2.53771477          5.36000000
          0.38463449         -0.92306896         -0.48269849          1.15840884         -1.05583948          2.53386701          5.37000000
          0.38801067         -0.92165488         -0.48693543          1.15663423         -1.06510723          2.52998530          5.38000000
          0.39138164         -0.92022846         -0.49116585          1.15484414         -1.07436071          2.52606970          5.39000000
          0.39474737         -0.91878970         -0.49538968          1.15303856         -1.08359979          2.52212024          5.40000000
          0.39810781         -0.91733864         -0.49960688          1.15121754         -1.09282435          2.51813700          5.41000000
          0.40146291         -0.91587528         -0.50381738          1.14938110         -1.10203428          2.51412002          5.42000000
          0.40481264         -0.91439965         -0.50802113          1.14752926         -1.11122943          2.51006936          5.43000000
          0.40815695         -0.91291177         -0.51221808          1.14566204         -1.12040970          2.50598506          5.44000000
          0.41149578         -0.91141166         -0.51640816          1.14377947         -1.12957496          2.50186719          5.45000000
          0.41482910         -0.90989934         -0.52059133          1.14188158         -1.13872508          2.49771580          5.46000000
          0.41815687         -0.90837483         -0.52476752          1.13996838         -1.14785995          2.49353095          5.47000000
          0.42147903         -0.90683815         -0.52893668          1.13803992         -1.15697944          2.48931268          5.48000000
          0.42479554         -0.90528932         -0.53309875          1.13609621         -1.16608342          2.48506106          5.49000000
          0.42810637         -0.90372836         -0.53725368          1.13413727         -1.17517178          2.48077615          5.50000000
          0.43141145         -0.90215529         -0.54140141          1.13216314         -1.18424440          2.47645800          5.51000000
          0.43471076         -0.90057013         -0.54554189          1.13017384         -1.19330115          2.47210667          5.52000000
          0.43800424         -0.89897291         -0.54967506          1.12816940         -1.20234191          2.46772222          5.53000000
          0.44129186         -0.89736364         -0.55380086          1.12614985         -1.21136657          2.46330471          5.54000000
          0.44457356         -0.89574235         -0.55791924          1.12411520         -1.22037499          2.45885419          5.55000000
          0.44784930         -0.89410905         -0.56203015          1.12206549         -1.22936706          2.45437073          5.56000000
          0.45111905         -0.89246378         -0.56613353          1.12000075         -1.23834266          2.44985438          5.57000000
          0.45438275         -0.89080655         -0.57022933          1.11792101         -1.24730167          2.44530521          5.58000000
          0.45764036         -0.88913739         -0.57431748          1.11582629         -1.25624397          2.44072328          5.59000000
          0.46089184         -0.88745631         -0.57839794          1.11371661         -1.26516944          2.43610864          5.60000000
          0.46413715         -0.88576335         -0.58247065          1.11159202         -1.27407795          2.43146137          5.61000000
          0.46737624         -0.88405851         -0.58653555          1.10945253         -1.28296940          2.42678152          5.62000000
          0.47060906         -0.88234183         -0.59059260          1.10729818         -1.29184365          2.42206916          5.63000000
          0.47383558         -0.88061333         -0.59464173          1.10512899         -1.30070060          2.41732434          5.64000000
          0.47705576         -0.87887303         -0.59868290          1.10294499         -1.30954012          2.41254714          5.65000000
          0.48026954         -0.87712096         -0.60271604          1.10074622         -1.31836210          2.40773761          5.66000000
          0.48347688         -0.87535713         -0.60674111          1.09853270         -1.32716641          2.40289583          5.67000000
          0.48667775         -0.87358158         -0.61075806          1.09630446         -1.33595294          2.39802185          5.68000000
          0.48987210         -0.87179432         -0.61476681          1.09406153         -1.34472157          2.39311574          5.69000000
          0.49305988         -0.86999538         -0.61876733          1.09180394         -1.35347219          2.38817756          5.70000000
          0.49624106         -0.86818478         -0.62275957          1.08953173         -1.36220467          2.38320739          5.71000000
          0.49941559         -0.86636255         -0.62674345          1.08724492         -1.37091890          2.37820529          5.72000000
          0.50258342         -0.86452872         -0.63071894          1.08494354         -1.37961476          2.37317133          5.73000000
          0.50574453         -0.86268330         -0.63468598          1.08262762         -1.38829213          2.36810557          5.74000000
          0.50889886         -0.86082632         -0.63864452          1.08029720         -1.39695091          2.36300808          5.75000000
          0.51204637         -0.85895781         -0.64259450          1.07795231         -1.40559097          2.35787893          5.76000000
          0.51518702         -0.85707779         -0.64653587          1.07559297         -1.41421220          2.35271819          5.77000000
          0.51832076         -0.85518629         -0.65046857          1.07321922         -1.42281448          2.34752593          5.78000000
          0.52144756         -0.85328333         -0.65439257          1.07083110         -1.43139769          2.34230222          5.79000000
          0.52456738         -0.85136894         -0.65830779          1.06842862         -1.43996173          2.33704712          5.80000000
          0.52768017         -0.84944314         -0.66221419          1.06601183         -1.44850648          2.33176071          5.81000000
          0.53078589         -0.84750596         -0.66611173          1.06358076         -1.45703182          2.32644306          5.82000000
          0.53388449         -0.84555742         -0.67000033          1.06113544         -1.46553763          2.32109424          5.83000000
          0.53697594         -0.84359756         -0.67387996          1.05867590         -1.47402381          2.31571432          5.84000000
          0.54006020         -0.84162639         -0.67775057          1.05620218         -1.48249025          2.31030338          5.85000000
          0.54313723         -0.83964395         -0.68161209          1.05371430         -1.49093682          2.30486148          5.86000000
          0.54620697         -0.83765025         -0.68546448          1.05121231         -1.49936341          2.29938870          5.87000000
          0.54926940         -0.83564534         -0.68930768          1.04869623         -1.50776992          2.29388511          5.88000000
          0.55232447         -0.83362922         -0.69314165          1.04616611         -1.51615622          2.28835079          5.89000000
          0.55537214         -0.83160194         -0.69696633          1.04362196         -1.52452221          2.28278581          5.90000000
          0.55841236         -0.82956352         -0.70078168          1.04106384         -1.53286777          2.27719025          5.91000000
          0.56144511         -0.82751398         -0.70458763          1.03849176         -1.54119280          2.27156417          5.92000000
          0.56447033         -0.82545336         -0.70838415          1.03590577         -1.54949718          2.26590766          5.93000000
          0.56748799         -0.82338167         -0.71217117          1.03330590         -1.55778080          2.26022079          5.94000000
          0.57049805         -0.82129896         -0.71594865          1.03069219         -1.56604354          2.25450364          5.95000000
          0.57350046         -0.81920524         -0.71971654          1.02806467         -1.57428531          2.24875628          5.96000000
          0.57649519         -0.81710054         -0.72347479          1.02542337         -1.58250598          2.24297879          5.97000000
          0.57948220         -0.81498490         -0.72722334          1.02276834         -1.59070545          2.23717125          5.98000000
          0.58246144         -0.81285834         -0.73096215          1.02009960         -1.59888360          2.23133374          5.99000000
          0.58543288         -0.81072088         -0.73469117          1.01741720         -1.60704034          2.22546633          6.00000000
          0.58839647         -0.80857257         -0.73841034          1.01472116         -1.61517554          2.21956911          6.01000000
          0.59135218         -0.80641342         -0.74211962          1.01201153         -1.62328910          2.21364214          6.02000000
          0.59429997         -0.80424346         -0.74581896          1.00928834         -1.63138091          2.20768552          6.03000000
          0.59723979         -0.80206273         -0.74950831          1.00655162         -1.63945087          2.20169932          6.04000000
          0.60017162         -0.79987126         -0.75318761          1.00380142         -1.64749886          2.19568362          6.05000000
          0.60309540         -0.79766907         -0.75685682          1.00103777         -1.65552478          2.18963850          6.06000000
          0.60601110         -0.79545619         -0.76051589          0.99826071         -1.66352851          2.18356404          6.07000000
          0.60891868         -0.79323265         -0.76416477          0.99547028         -1.67150996          2.17746033          6.08000000
          0.61181811         -0.79099849         -0.76780341          0.99266650         -1.67946901          2.17132744          6.09000000
          0.61470933         -0.78875372         -0.77143177          0.98984943         -1.68740556          2.16516547          6.10000000
          0.61759232         -0.78649839         -0.77504979          0.98701910         -1.69531950          2.15897448          6.11000000
          0.62046704         -0.78423253         -0.77865742          0.98417554         -1.70321073          2.15275457          6.12000000
          0.62333344         -0.78195615         -0.78225463          0.98131879         -1.71107914          2.14650581          6.13000000
          0.62619149         -0.77966930         -0.78584135          0.97844890         -1.71892462          2.14022830          6.14000000
          0.62904115         -0.77737200         -0.78941754          0.97556589         -1.72674708          2.13392211          6.15000000
          0.63188239         -0.77506429         -0.79298316          0.97266982         -1.73454639          2.12758733          6.16000000
          0.63471516         -0.77274619         -0.79653815          0.96976071         -1.74232247          2.12122404          6.17000000
          0.63753942         -0.77041774         -0.80008247          0.96683862         -1.75007521          2.11483233          6.18000000
          0.64035514         -0.76807896         -0.80361607          0.96390356         -1.75780449          2.10841229          6.19000000
          0.64316228         -0.76572990         -0.80713891          0.96095560         -1.76551023          2.10196400          6.20000000
          0.64596081         -0.76337058         -0.81065092          0.95799475         -1.77319231          2.09548755          6.21000000
          0.64875068         -0.76100102         -0.81415208          0.95502108         -1.78085063          2.08898302          6.22000000
          0.65153186         -0.75862128         -0.81764233          0.95203460         -1.78848509          2.08245050          6.23000000
          0.65430431         -0.75623136         -0.82112163          0.94903538         -1.79609559          2.07589009          6.24000000
          0.65706799         -0.75383132         -0.82458992          0.94602343         -1.80368203          2.06930186          6.25000000
          0.65982287         -0.75142118         -0.82804717          0.94299881         -1.81124430          2.06268590          6.26000000
          0.66256890         -0.74900097         -0.83149332          0.93996156         -1.81878230          2.05604231          6.27000000
          0.66530607         -0.74657072         -0.83492833          0.93691171         -1.82629594          2.04937117          6.28000000
          0.66803431         -0.74413047         -0.83835215          0.93384931         -1.83378510          2.04267257          6.29000000
          0.67075361         -0.74168025         -0.84176474          0.93077440         -1.84124970          2.03594661          6.30000000
          0.67346392         -0.73922010         -0.84516606          0.92768702         -1.84868962          2.02919336          6.31000000
          0.67616521         -0.73675003         -0.84855605          0.92458721         -1.85610478          2.02241293          6.32000000
          0.67885743         -0.73427010         -0.85193467          0.92147501         -1.86349507          2.01560541          6.33000000
          0.68154057         -0.73178033         -0.85530188          0.91835046         -1.87086039          2.00877087          6.34000000
          0.68421457         -0.72928076         -0.85865762          0.91521361         -1.87820065          2.00190943          6.35000000
          0.68687940         -0.72677141         -0.86200187          0.91206450         -1.88551574          1.99502116          6.36000000
          0.68953503         -0.72425233         -0.86533456          0.90890317         -1.89280557          1.98810616          6.37000000
          0.69218142         -0.72172355         -0.86865566          0.90572966         -1.90007004          1.98116453          6.38000000
          0.69481854         -0.71918509         -0.87196512          0.90254402         -1.90730905          1.97419635          6.39000000
          0.69744635         -0.71663700         -0.87526290          0.89934628         -1.91452251          1.96720172          6.40000000
          0.70006482         -0.71407931         -0.87854895          0.89613649         -1.92171031          1.96018073          6.41000000
          0.70267390         -0.71151205         -0.88182323          0.89291470         -1.92887237          1.95313349          6.42000000
          0.70527357         -0.70893525         -0.88508570          0.88968094         -1.93600858          1.94606007          6.43000000
          0.70786379         -0.70634896         -0.88833631          0.88643527         -1.94311886          1.93896058          6.44000000
          0.71044453         -0.70375320         -0.89157501          0.88317771         -1.95020310          1.93183511          6.45000000
          0.71301575         -0.70114802         -0.89480177          0.87990833         -1.95726122          1.92468376          6.46000000
          0.71557741         -0.69853344         -0.89801654          0.87662715         -1.96429311          1.91750662          6.47000000
          0.71812949         -0.69590950         -0.90121928          0.87333423         -1.97129868          1.91030379          6.48000000
          0.72067195         -0.69327624         -0.90440995          0.87002961         -1.97827784          1.90307536          6.49000000
          0.72320475         -0.69063369         -0.90758849          0.86671333         -1.98523049          1.89582144          6.50000000
          0.72572786         -0.68798189         -0.91075488          0.86338544         -1.99215655          1.88854212          6.51000000
          0.72824124         -0.68532087         -0.91390907          0.86004598         -1.99905591          1.88123749          6.52000000
          0.73074487         -0.68265066         -0.91705101          0.85669500         -2.00592849          1.87390766          6.53000000
          0.73323871         -0.67997131         -0.92018066          0.85333254         -2.01277420          1.86655272          6.54000000
          0.73572273         -0.67728285         -0.92329798          0.84995865         -2.01959294          1.85917277          6.55000000
          0.73819689         -0.67458532         -0.92640294          0.84657337         -2.02638462          1.85176792          6.56000000
          0.74066116         -0.67187875         -0.92949548          0.84317675         -2.03314914          1.84433825          6.57000000
          0.74311550         -0.66916317         -0.93257557          0.83976883         -2.03988643          1.83688387          6.58000000
          0.74555989         -0.66643863         -0.93564316          0.83634965         -2.04659639          1.82940489          6.59000000
          0.74799429         -0.66370517         -0.93869822          0.83291928         -2.05327893          1.82190139          6.60000000
          0.75041866         -0.66096280         -0.94174070          0.82947774         -2.05993396          1.81437348          6.61000000
          0.75283299         -0.65821159         -0.94477057          0.82602509         -2.06656139          1.80682126          6.62000000
          0.75523722         -0.65545155         -0.94778777          0.82256137         -2.07316113          1.79924484          6.63000000
          0.75763134         -0.65268273         -0.95079228          0.81908664         -2.07973309          1.79164430          6.64000000
          0.76001531         -0.64990517         -0.95378405          0.81560092         -2.08627719          1.78401977          6.65000000
          0.76238909         -0.64711890         -0.95676304          0.81210428         -2.09279333          1.77637133          6.66000000
          0.76475266         -0.64432396         -0.95972921          0.80859676         -2.09928144          1.76869909          6.67000000
          0.76710598         -0.64152039         -0.96268252          0.80507841         -2.10574142          1.76100315          6.68000000
          0.76944903         -0.63870822         -0.96562293          0.80154927         -2.11217319          1.75328362          6.69000000
          0.77178177         -0.63588750         -0.96855041          0.79800939         -2.11857666          1.74554060          6.70000000
          0.77410416         -0.63305825         -0.97146491          0.79445882         -2.12495174          1.73777419          6.71000000
          0.77641619         -0.63022052         -0.97436639          0.79089760         -2.13129835          1.72998449          6.72000000
          0.77871781         -0.62737435         -0.97725482          0.78732579         -2.13761641          1.72217162          6.73000000
          0.78100900         -0.62451978         -0.98013015          0.78374343         -2.14390583          1.71433568          6.74000000
          0.78328972         -0.62165683         -0.98299236          0.78015057         -2.15016652          1.70647677          6.75000000
          0.78555995         -0.61878556         -0.98584139          0.77654725         -2.15639841          1.69859499          6.76000000
          0.78781965         -0.61590600         -0.98867721          0.77293353         -2.16260140          1.69069045          6.77000000
          0.79006880         -0.61301818         -0.99149979          0.76930946         -2.16877542          1.68276327          6.78000000
          0.79230737         -0.61012215         -0.99430908          0.76567508         -2.17492038          1.67481353          6.79000000
          0.79453531         -0.60721795         -0.99710506          0.76203043         -2.18103620          1.66684136          6.80000000
          0.79675262         -0.60430561         -0.99988767          0.75837558         -2.18712280          1.65884686          6.81000000
          0.79895924         -0.60138517         -1.00265688          0.75471057         -2.19318009          1.65083012          6.82000000
          0.80115517         -0.59845668         -1.00541267          0.75103545         -2.19920800          1.64279128          6.83000000
          0.80334036         -0.59552017         -1.00815498          0.74735026         -2.20520645          1.63473042          6.84000000
          0.80551478         -0.59257568         -1.01088378          0.74365507         -2.21117535          1.62664766          6.85000000
          0.80767842         -0.58962325         -1.01359904          0.73994990         -2.21711462          1.61854310          6.86000000
          0.80983123         -0.58666292         -1.01630072          0.73623483         -2.22302419          1.61041686          6.87000000
          0.81197319         -0.58369473         -1.01898879          0.73250989         -2.22890398          1.60226904          6.88000000
          0.81410427         -0.58071872         -1.02166320          0.72877513         -2.23475390          1.59409976          6.89000000
          0.81622445         -0.57773493         -1.02432392          0.72503061         -2.24057388          1.58590911          6.90000000
          0.81833369         -0.57474340         -1.02697092          0.72127638         -2.24636384          1.57769722          6.91000000
          0.82043196         -0.57174417         -1.02960415          0.71751248         -2.25212370          1.56946419          6.92000000
          0.82251925         -0.56873728         -1.03222360          0.71373897         -2.25785339          1.56121014          6.93000000
          0.82459551         -0.56572276         -1.03482921          0.70995590         -2.26355283          1.55293516          6.94000000
          0.82666073         -0.56270067         -1.03742096          0.70616331         -2.26922194          1.54463938          6.95000000
          0.82871486         -0.55967104         -1.03999881          0.70236127         -2.27486065          1.53632290          6.96000000
          0.83075790         -0.55663391         -1.04256273          0.69854981         -2.28046887          1.52798584          6.97000000
          0.83278981         -0.55358933         -1.04511267          0.69472900         -2.28604655          1.51962831          6.98000000
          0.83481055         -0.55053732         -1.04764862          0.69089887         -2.29159359          1.51125042          6.99000000
          0.83682012         -0.54747794         -1.05017053          0.68705949         -2.29710994          1.50285228          7.00000000
          0.83881847         -0.54441123         -1.05267836          0.68321090         -2.30259550          1.49443400          7.01000000
          0.84080558         -0.54133722         -1.05517210          0.67935316         -2.30805022          1.48599570          7.02000000
          0.84278143         -0.53825595         -1.05765169          0.67548632         -2.31347401          1.47753749          7.03000000
          0.84474598         -0.53516748         -1.06011712          0.67161043         -2.31886680          1.46905949          7.04000000
          0.84669922         -0.53207183         -1.06256834          0.66772554         -2.32422853          1.46056180          7.05000000
          0.84864111         -0.52896906         -1.06500533          0.66383170         -2.32955911          1.45204454          7.06000000
          0.85057163         -0.52585920         -1.06742805          0.65992897         -2.33485849          1.44350783          7.07000000
          0.85249076         -0.52274229         -1.06983646          0.65601740         -2.34012658          1.43495178          7.08000000
          0.85439846         -0.51961839         -1.07223054          0.65209704         -2.34536332          1.42637651          7.09000000
          0.85629472         -0.51648751         -1.07461026          0.64816794         -2.35056863          1.41778212          7.10000000
          0.85817951         -0.51334972         -1.07697557          0.64423016         -2.35574245          1.40916873          7.11000000
          0.86005279         -0.51020505         -1.07932646          0.64028374         -2.36088471          1.40053647          7.12000000
          0.86191456         -0.50705355         -1.08166289          0.63632875         -2.36599534          1.39188544          7.13000000
          0.86376477         -0.50389525         -1.08398482          0.63236523         -2.37107426          1.38321577          7.14000000
          0.86560341         -0.50073020         -1.08629224          0.62839324         -2.37612142          1.37452756          7.15000000
          0.86743046         -0.49755844         -1.08858509          0.62441283         -2.38113675          1.36582093          7.16000000
          0.86924588         -0.49438001         -1.09086337          0.62042405         -2.38612017          1.35709601          7.17000000
          0.87104966         -0.49119496         -1.09312702          0.61642696         -2.39107162          1.34835290          7.18000000
          0.87284177         -0.48800333         -1.09537603          0.61242161         -2.39599103          1.33959172          7.19000000
          0.87462218         -0.48480516         -1.09761037          0.60840806         -2.40087835          1.33081260          7.20000000
          0.87639087         -0.48160050         -1.09983000          0.60438635         -2.40573349          1.32201565          7.21000000
          0.87814782         -0.47838938         -1.10203489          0.60035655         -2.41055641          1.31320099          7.22000000
          0.87989301         -0.47517186         -1.10422502          0.59631870         -2.41534702          1.30436873          7.23000000
          0.88162641         -0.47194796         -1.10640035          0.59227287         -2.42010528          1.29551899          7.24000000
          0.88334799         -0.46871775         -1.10856086          0.58821909         -2.42483111          1.28665190          7.25000000
          0.88505774         -0.46548125         -1.11070652          0.58415744         -2.42952445          1.27776757          7.26000000
          0.88675563         -0.46223852         -1.11283729          0.58008796         -2.43418524          1.26886612          7.27000000
          0.88844164         -0.45898959         -1.11495316          0.57601071         -2.43881342          1.25994767          7.28000000
          0.89011575         -0.45573452         -1.11705408          0.57192574         -2.44340892          1.25101234          7.29000000
          0.89177793         -0.45247334         -1.11914005          0.56783311         -2.44797168          1.24206024          7.30000000
          0.89342817         -0.44920609         -1.12121101          0.56373287         -2.45250165          1.23309151          7.31000000
          0.89506643         -0.44593283         -1.12326696          0.55962508         -2.45699876          1.22410625          7.32000000
          0.89669270         -0.44265360         -1.12530785          0.55550979         -2.46146295          1.21510460          7.33000000
          0.89830696         -0.43936843         -1.12733367          0.55138706         -2.46589415          1.20608666          7.34000000
          0.89990918         -0.43607737         -1.12934438          0.54725694         -2.47029233          1.19705256          7.35000000
          0.90149934         -0.43278048         -1.13133996          0.54311948         -2.47465740          1.18800243          7.36000000
          0.90307743         -0.42947778         -1.13332039          0.53897475         -2.47898932          1.17893638          7.37000000
          0.90464341         -0.42616933         -1.13528563          0.53482280         -2.48328802          1.16985453          7.38000000
          0.90619728         -0.42285517         -1.13723566          0.53066369         -2.48755345          1.16075701          7.39000000
          0.90773900         -0.41953535         -1.13917045          0.52649746         -2.49178556          1.15164394          7.40000000
          0.90926856         -0.41620990         -1.14108998          0.52232418         -2.49598427          1.14251543          7.41000000
          0.91078594         -0.41287888         -1.14299422          0.51814390         -2.50014955          1.13337162          7.42000000
          0.91229112         -0.40954233         -1.14488315          0.51395668         -2.50428133          1.12421263          7.43000000
          0.91378407         -0.40620028         -1.14675673          0.50976257         -2.50837956          1.11503857          7.44000000
          0.91526478         -0.40285280         -1.14861496          0.50556163         -2.51244418          1.10584957          7.45000000
          0.91673323         -0.39949992         -1.15045779          0.50135392         -2.51647513          1.09664576          7.46000000
          0.91818940         -0.39614169         -1.15228521          0.49713950         -2.52047237          1.08742725          7.47000000
          0.91963326         -0.39277815         -1.15409719          0.49291841         -2.52443584          1.07819418          7.48000000
          0.92106480         -0.38940934         -1.15589371          0.48869071         -2.52836549          1.06894665          7.49000000
          0.92248400         -0.38603532         -1.15767474          0.48445647         -2.53226126          1.05968481          7.50000000
          0.92389084         -0.38265613         -1.15944026          0.48021574         -2.53612311          1.05040877          7.51000000
          0.92528531         -0.37927181         -1.16119025          0.47596858         -2.53995098          1.04111865          7.52000000
          0.92666737         -0.37588241         -1.16292468          0.47171504         -2.54374481          1.03181459          7.53000000
          0.92803702         -0.37248797         -1.16464353          0.46745517         -2.54750456          1.02249670          7.54000000
          0.92939424         -0.36908854         -1.16634677          0.46318905         -2.55123019          1.01316511          7.55000000
          0.93073900         -0.36568417         -1.16803439          0.45891672         -2.55492163          1.00381995          7.56000000
          0.93207130         -0.36227489         -1.16970636          0.45463824         -2.55857884          0.99446134          7.57000000
          0.93339110         -0.35886077         -1.17136265          0.45035367         -2.56220176          0.98508940          7.58000000
          0.93469840         -0.35544183         -1.17300325          0.44606306         -2.56579036          0.97570427          7.59000000
          0.93599318         -0.35201813         -1.17462814          0.44176648         -2.56934459          0.96630606          7.60000000
          0.93727542         -0.34858972         -1.17623729          0.43746398         -2.57286439          0.95689491          7.61000000
          0.93854510         -0.34515664         -1.17783068          0.43315562         -2.57634971          0.94747093          7.62000000
          0.93980220         -0.34171893         -1.17940828          0.42884145         -2.57980052          0.93803426          7.63000000
          0.94104671         -0.33827664         -1.18097009          0.42452154         -2.58321676          0.92858503          7.64000000
          0.94227862         -0.33482982         -1.18251607          0.42019594         -2.58659840          0.91912335          7.65000000
          0.94349790         -0.33137852         -1.18404621          0.41586472         -2.58994538          0.90964936          7.66000000
          0.94470454         -0.32792277         -1.18556049          0.41152792         -2.59325765          0.90016318          7.67000000
          0.94589852         -0.32446263         -1.18705888          0.40718560         -2.59653519          0.89066493          7.68000000
          0.94707982         -0.32099815         -1.18854136          0.40283783         -2.59977793          0.88115476          7.69000000
          0.94824844         -0.31752936         -1.19000793          0.39848467         -2.60298584          0.87163278          7.70000000
          0.94940436         -0.31405632         -1.19145854          0.39412616         -2.60615888          0.86209912          7.71000000
          0.95054755         -0.31057907         -1.19289320          0.38976237         -2.60929700          0.85255391          7.72000000
          0.95167801         -0.30709766         -1.19431187          0.38539337         -2.61240016          0.84299728          7.73000000
          0.95279571         -0.30361214         -1.19571454          0.38101919         -2.61546832          0.83342936          7.74000000
          0.95390066         -0.30012254         -1.19710119          0.37663992         -2.61850143          0.82385026          7.75000000
